"","X","ID","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","MonthlyIncome","Salary"
"477",477,1347,49,NA,"Travel_Rarely",1418,"Research & Development",1,3,"Technical Degree",1,887,3,"Female",36,3,1,"Research Scientist",1,"Married",10554,2,"Y","No",16,3,2,80,1,7,2,3,4,2,0,2,3580,126648
"478",478,1348,35,NA,"Travel_Rarely",1349,"Research & Development",7,2,"Life Sciences",1,1601,3,"Male",63,2,1,"Laboratory Technician",4,"Married",7713,1,"Y","No",18,3,4,80,1,1,5,2,1,0,0,1,2690,92556
"479",479,1349,44,NA,"Travel_Rarely",1315,"Research & Development",3,4,"Other",1,671,4,"Male",35,3,5,"Manager",4,"Married",9358,4,"Y","Yes",12,3,1,80,1,26,2,4,2,2,0,1,19513,112296
"480",480,1350,44,NA,"Travel_Rarely",1448,"Sales",28,3,"Medical",1,1039,4,"Female",53,4,4,"Sales Executive",4,"Married",11737,3,"Y","Yes",18,3,3,80,1,23,2,3,12,11,11,11,13320,140844
"481",481,1351,26,NA,"Travel_Frequently",575,"Research & Development",1,2,"Life Sciences",1,792,1,"Female",71,1,1,"Laboratory Technician",4,"Divorced",5288,3,"Y","No",14,3,1,80,1,5,2,3,2,2,2,0,4364,63456
"482",482,1352,43,NA,"Travel_Rarely",1273,"Research & Development",2,2,"Medical",1,46,4,"Female",72,4,1,"Research Scientist",3,"Divorced",21923,1,"Y","No",12,3,4,80,2,6,3,2,5,3,1,4,2645,263076
"483",483,1353,50,NA,"Travel_Rarely",328,"Research & Development",1,3,"Medical",1,249,3,"Male",86,2,1,"Laboratory Technician",3,"Married",3425,2,"Y","No",15,3,4,80,1,5,2,2,3,2,0,2,3690,41100
"484",484,1354,41,NA,"Travel_Rarely",930,"Sales",3,3,"Life Sciences",1,2037,3,"Male",57,2,2,"Sales Executive",2,"Divorced",12227,2,"Y","No",11,3,3,80,1,14,5,3,5,4,0,4,8938,146724
"485",485,1355,43,NA,"Travel_Rarely",982,"Research & Development",12,3,"Life Sciences",1,520,1,"Male",59,2,4,"Research Director",2,"Divorced",4345,1,"Y","No",11,3,3,80,1,25,3,3,25,10,3,9,14336,52140
"486",486,1356,53,NA,"Travel_Rarely",238,"Sales",1,1,"Medical",1,682,4,"Female",34,3,2,"Sales Executive",1,"Single",7507,7,"Y","No",20,4,4,80,0,18,2,4,14,7,8,10,8381,90084
"487",487,1357,45,NA,"Travel_Rarely",1005,"Research & Development",28,2,"Technical Degree",1,1719,4,"Female",48,2,4,"Research Director",2,"Single",17119,1,"Y","No",11,3,3,80,0,21,2,3,21,6,8,6,16704,205428
"488",488,1358,20,NA,"Travel_Rarely",805,"Research & Development",3,3,"Life Sciences",1,1198,1,"Male",87,2,1,"Laboratory Technician",3,"Single",12828,1,"Y","No",12,3,1,80,0,2,2,2,2,2,1,2,3033,153936
"489",489,1359,54,NA,"Travel_Frequently",966,"Research & Development",1,4,"Life Sciences",1,1245,4,"Female",53,3,3,"Manufacturing Director",3,"Divorced",9659,7,"Y","No",17,3,1,80,1,33,2,1,5,4,1,4,10502,115908
"490",490,1360,39,NA,"Travel_Rarely",524,"Research & Development",18,2,"Life Sciences",1,1322,1,"Male",32,3,2,"Manufacturing Director",3,"Single",13352,0,"Y","No",11,3,1,80,0,9,6,3,8,7,1,7,4534,160224
"491",491,1361,30,NA,"Travel_Rarely",1334,"Sales",4,2,"Medical",1,121,3,"Female",63,2,2,"Sales Executive",2,"Divorced",19760,1,"Y","Yes",12,3,2,80,3,11,4,2,11,8,2,7,5209,237120
"492",492,1362,39,NA,"Travel_Rarely",170,"Research & Development",3,2,"Medical",1,1627,3,"Male",76,2,2,"Laboratory Technician",3,"Divorced",10302,0,"Y","No",15,3,4,80,1,11,3,3,10,8,0,7,3069,123624
"493",493,1363,35,NA,"Travel_Rarely",819,"Research & Development",18,5,"Life Sciences",1,1621,2,"Male",48,4,2,"Research Scientist",1,"Married",26312,1,"Y","No",11,3,4,80,0,16,2,3,16,15,1,10,5208,315744
"494",494,1364,38,NA,"Travel_Frequently",1186,"Research & Development",3,4,"Other",1,1060,3,"Male",44,3,1,"Research Scientist",3,"Married",2997,3,"Y","No",16,3,1,80,1,8,2,3,2,2,2,2,2821,35964
"495",495,1365,25,NA,"Travel_Rarely",622,"Sales",13,1,"Medical",1,645,2,"Male",40,3,1,"Sales Representative",3,"Married",26376,1,"Y","No",11,3,3,80,0,7,1,3,7,4,0,6,2096,316512
"496",496,1366,29,NA,"Travel_Rarely",738,"Research & Development",9,5,"Other",1,455,2,"Male",30,2,1,"Laboratory Technician",4,"Single",7621,0,"Y","No",17,3,3,80,0,4,2,3,3,2,2,2,3983,91452
"497",497,1367,34,NA,"Travel_Frequently",988,"Human Resources",23,3,"Human Resources",1,590,2,"Female",43,3,3,"Human Resources",1,"Divorced",11533,9,"Y","Yes",15,3,3,80,3,11,2,3,3,2,0,2,9950,138396
"498",498,1368,31,NA,"Non-Travel",979,"Research & Development",1,4,"Medical",1,308,3,"Male",90,1,2,"Manufacturing Director",3,"Married",4381,0,"Y","No",12,3,4,80,1,6,2,3,5,4,1,4,4345,52572
"499",499,1369,51,NA,"Travel_Rarely",770,"Human Resources",5,3,"Life Sciences",1,1352,3,"Male",84,3,4,"Manager",2,"Divorced",17588,1,"Y","Yes",11,3,2,80,1,33,2,3,33,9,0,10,14026,211056
"500",500,1370,54,NA,"Travel_Rarely",155,"Research & Development",9,2,"Life Sciences",1,1969,1,"Female",67,3,2,"Research Scientist",3,"Married",22474,3,"Y","No",11,3,3,80,2,9,6,2,4,3,2,3,2897,269688
"501",501,1371,41,NA,"Travel_Frequently",840,"Research & Development",9,3,"Medical",1,999,1,"Male",64,3,5,"Research Director",3,"Divorced",3735,2,"Y","No",17,3,2,80,1,21,2,4,18,16,0,11,19419,44820
"502",502,1372,28,NA,"Travel_Rarely",1181,"Research & Development",1,3,"Life Sciences",1,1799,3,"Male",82,3,1,"Research Scientist",4,"Married",5531,1,"Y","No",11,3,3,80,1,5,6,4,5,3,0,3,2044,66372
"503",503,1373,39,NA,"Travel_Rarely",1431,"Research & Development",1,4,"Medical",1,332,3,"Female",96,3,1,"Laboratory Technician",3,"Divorced",15417,7,"Y","No",14,3,3,80,3,7,1,3,3,2,1,2,2232,185004
"504",504,1374,36,NA,"Travel_Rarely",363,"Research & Development",1,3,"Technical Degree",1,1237,3,"Female",77,1,3,"Manufacturing Director",1,"Divorced",4235,2,"Y","Yes",21,4,3,80,1,17,2,3,7,7,7,7,10252,50820
"505",505,1375,53,NA,"Non-Travel",661,"Research & Development",1,4,"Medical",1,1775,1,"Female",60,2,4,"Manufacturing Director",3,"Married",22308,4,"Y","Yes",20,4,4,80,3,27,2,2,3,2,0,2,12965,267696
"506",506,1376,31,NA,"Travel_Rarely",140,"Research & Development",12,1,"Medical",1,246,3,"Female",95,3,1,"Research Scientist",4,"Married",6984,8,"Y","Yes",23,4,3,80,1,7,0,3,4,2,0,2,3929,83808
"507",507,1377,28,NA,"Travel_Rarely",304,"Sales",9,4,"Life Sciences",1,498,2,"Male",92,3,2,"Sales Executive",4,"Single",20750,1,"Y","No",16,3,4,80,0,7,1,3,7,5,0,7,5253,249000
"508",508,1378,33,NA,"Non-Travel",1283,"Sales",2,3,"Marketing",1,1756,4,"Female",62,3,2,"Sales Executive",2,"Single",10697,8,"Y","No",15,3,4,80,0,13,2,2,11,7,1,7,5147,128364
"509",509,1379,38,NA,"Travel_Rarely",437,"Sales",16,3,"Life Sciences",1,1583,2,"Female",90,3,2,"Sales Executive",2,"Single",16379,2,"Y","No",12,3,2,80,0,8,5,4,3,2,1,2,4198,196548
"510",510,1380,50,NA,"Travel_Rarely",854,"Sales",1,4,"Medical",1,323,4,"Female",68,3,5,"Manager",4,"Divorced",24118,3,"Y","No",11,3,3,80,1,32,3,2,7,0,0,6,19517,289416
"511",511,1381,26,NA,"Travel_Frequently",575,"Research & Development",3,1,"Technical Degree",1,510,3,"Male",73,3,1,"Research Scientist",1,"Single",6582,0,"Y","No",22,4,3,80,0,7,2,3,6,4,0,4,3102,78984
"512",512,1382,45,NA,"Travel_Rarely",549,"Research & Development",8,4,"Other",1,452,4,"Male",75,3,2,"Research Scientist",4,"Married",9278,9,"Y","No",14,3,1,80,2,12,3,3,10,9,9,8,3697,111336
"513",513,1383,38,NA,"Travel_Frequently",240,"Research & Development",2,4,"Life Sciences",1,803,1,"Female",75,4,2,"Manufacturing Director",1,"Single",26085,6,"Y","Yes",12,3,4,80,0,17,2,3,15,7,4,12,5980,313020
"514",514,1384,32,NA,"Travel_Rarely",638,"Research & Development",8,2,"Medical",1,865,3,"Female",91,4,2,"Research Scientist",3,"Married",22162,5,"Y","No",12,3,3,80,1,9,3,2,5,3,1,3,5175,265944
"515",515,1385,42,NA,"Travel_Rarely",201,"Research & Development",1,4,"Life Sciences",1,517,2,"Female",95,3,1,"Laboratory Technician",1,"Divorced",20490,3,"Y","No",16,3,2,80,1,8,5,3,5,2,1,2,2576,245880
"516",516,1386,34,NA,"Travel_Rarely",1440,"Sales",7,2,"Technical Degree",1,1541,2,"Male",55,3,1,"Sales Representative",3,"Married",4944,0,"Y","Yes",25,4,2,80,1,12,4,3,11,10,5,7,2308,59328
"517",517,1387,29,NA,"Travel_Rarely",598,"Research & Development",9,3,"Life Sciences",1,1558,3,"Male",91,4,1,"Research Scientist",3,"Married",22376,6,"Y","No",18,3,1,80,2,5,2,2,1,0,0,0,2451,268512
"518",518,1388,31,NA,"Travel_Rarely",330,"Research & Development",22,4,"Medical",1,1389,4,"Male",98,3,2,"Manufacturing Director",3,"Married",21057,1,"Y","Yes",15,3,4,80,2,10,3,2,10,2,6,7,6179,252684
"519",519,1389,23,NA,"Travel_Rarely",1309,"Research & Development",26,1,"Life Sciences",1,465,3,"Male",83,3,1,"Research Scientist",4,"Divorced",16092,1,"Y","No",12,3,3,80,2,4,2,2,4,2,0,2,2904,193104
"520",520,1390,36,NA,"Non-Travel",217,"Research & Development",18,4,"Life Sciences",1,1133,1,"Male",78,3,2,"Manufacturing Director",4,"Single",23238,2,"Y","No",20,4,1,80,0,18,0,3,11,9,0,9,7779,278856
"521",521,1391,30,NA,"Travel_Rarely",570,"Sales",5,3,"Marketing",1,456,4,"Female",30,2,2,"Sales Executive",3,"Divorced",5431,1,"Y","No",13,3,3,80,3,10,2,3,10,9,1,2,6118,65172
"522",522,1392,29,NA,"Travel_Rarely",1090,"Sales",10,3,"Marketing",1,766,4,"Male",83,3,1,"Sales Representative",2,"Divorced",17967,1,"Y","No",14,3,4,80,2,2,2,3,2,2,2,2,2297,215604
"523",523,1393,42,NA,"Travel_Rarely",532,"Research & Development",4,2,"Technical Degree",1,319,3,"Male",58,3,5,"Manager",4,"Married",4933,1,"Y","No",11,3,4,80,0,22,3,3,22,17,11,15,19232,59196
"524",524,1394,51,NA,"Travel_Rarely",684,"Research & Development",6,3,"Life Sciences",1,162,1,"Male",51,3,5,"Research Director",3,"Single",6462,7,"Y","No",13,3,3,80,0,23,5,3,20,18,15,15,19537,77544
"525",525,1395,22,NA,"Travel_Rarely",1230,"Research & Development",1,2,"Life Sciences",1,872,4,"Male",33,2,2,"Manufacturing Director",4,"Married",19146,6,"Y","No",22,4,1,80,2,4,2,1,2,2,2,2,4775,229752
"526",526,1396,35,NA,"Travel_Rarely",1276,"Research & Development",16,3,"Life Sciences",1,586,4,"Male",72,3,3,"Healthcare Representative",3,"Married",14295,4,"Y","Yes",12,3,3,80,0,10,2,3,8,7,0,0,7632,171540
"527",527,1397,35,NA,"Travel_Frequently",482,"Research & Development",4,4,"Life Sciences",1,1350,3,"Male",87,3,2,"Research Scientist",3,"Single",2690,1,"Y","Yes",11,3,2,80,0,9,3,3,9,6,1,1,4249,32280
"528",528,1398,35,NA,"Travel_Frequently",1199,"Research & Development",18,4,"Life Sciences",1,2049,3,"Male",80,3,2,"Healthcare Representative",3,"Married",24594,1,"Y","Yes",14,3,4,80,2,10,2,4,10,2,0,2,5689,295128
"529",529,1399,40,NA,"Travel_Rarely",1124,"Sales",1,2,"Medical",1,453,2,"Male",57,1,2,"Sales Executive",4,"Married",13273,2,"Y","Yes",22,4,3,80,3,6,2,2,4,3,0,2,7457,159276
"530",530,1400,37,NA,"Travel_Rarely",1107,"Research & Development",14,3,"Life Sciences",1,515,4,"Female",95,3,1,"Laboratory Technician",1,"Divorced",26914,1,"Y","No",12,3,3,80,1,18,2,2,18,7,12,17,3034,322968
"531",531,1401,35,NA,"Travel_Rarely",104,"Research & Development",2,3,"Life Sciences",1,1569,1,"Female",69,3,1,"Laboratory Technician",1,"Divorced",26619,1,"Y","Yes",12,3,4,80,1,1,2,3,1,0,0,0,2074,319428
"532",532,1402,25,NA,"Travel_Rarely",141,"Sales",3,1,"Other",1,879,3,"Male",98,3,2,"Sales Executive",1,"Married",14363,1,"Y","Yes",18,3,4,80,0,5,3,3,5,3,0,3,4194,172356
"533",533,1403,44,NA,"Travel_Rarely",1199,"Research & Development",4,2,"Life Sciences",1,1288,3,"Male",92,4,5,"Manager",1,"Divorced",17477,1,"Y","No",14,3,4,80,2,26,4,2,25,9,14,13,19190,209724
"534",534,1404,35,NA,"Travel_Rarely",144,"Research & Development",22,3,"Life Sciences",1,577,4,"Male",46,1,1,"Laboratory Technician",3,"Single",19225,0,"Y","No",15,3,3,80,0,6,2,3,5,4,4,3,4230,230700
"535",535,1405,31,NA,"Travel_Frequently",754,"Sales",26,4,"Marketing",1,1967,1,"Male",63,3,2,"Sales Executive",4,"Married",21075,1,"Y","Yes",11,3,3,80,0,10,4,3,10,7,0,8,5617,252900
"536",536,1406,35,NA,"Travel_Rarely",1258,"Research & Development",1,4,"Life Sciences",1,826,4,"Female",40,4,1,"Research Scientist",3,"Single",13301,3,"Y","No",13,3,3,80,0,7,0,3,2,2,2,2,2506,159612
"537",537,1407,33,NA,"Travel_Rarely",924,"Research & Development",2,3,"Medical",1,39,3,"Male",78,3,1,"Laboratory Technician",4,"Single",6670,4,"Y","No",11,3,4,80,0,7,3,3,1,1,0,0,2496,80040
"538",538,1408,29,NA,"Travel_Rarely",441,"Research & Development",8,1,"Other",1,1544,3,"Female",39,1,2,"Healthcare Representative",1,"Married",7288,3,"Y","No",13,3,3,80,1,9,3,3,7,7,0,7,9715,87456
"539",539,1409,55,NA,"Travel_Rarely",452,"Research & Development",1,3,"Medical",1,374,4,"Male",81,3,5,"Manager",1,"Single",18938,0,"Y","Yes",14,3,3,80,0,37,2,3,36,10,4,13,19045,227256
"540",540,1410,55,NA,"Travel_Rarely",1117,"Sales",18,5,"Life Sciences",1,597,1,"Female",83,3,4,"Manager",2,"Single",9873,3,"Y","No",23,4,4,80,0,37,2,3,10,9,7,7,16835,118476
"541",541,1411,22,NA,"Travel_Rarely",581,"Research & Development",1,2,"Life Sciences",1,2007,4,"Male",63,3,1,"Research Scientist",3,"Single",17624,0,"Y","No",12,3,4,80,0,4,2,4,3,2,1,2,3375,211488
"542",542,1412,32,NA,"Non-Travel",953,"Research & Development",5,4,"Technical Degree",1,1764,2,"Male",65,3,1,"Research Scientist",2,"Single",17674,2,"Y","No",14,3,2,80,0,12,3,3,7,7,0,7,2718,212088
"543",543,1413,50,NA,"Travel_Rarely",1464,"Research & Development",2,4,"Medical",1,1061,2,"Male",62,3,5,"Research Director",3,"Married",12853,2,"Y","Yes",11,3,4,80,1,29,2,2,8,1,7,7,19237,154236
"544",544,1414,36,NA,"Travel_Rarely",1174,"Sales",3,4,"Marketing",1,1425,1,"Female",99,3,2,"Sales Executive",2,"Single",20763,3,"Y","Yes",16,3,4,80,0,15,3,3,5,4,0,1,9278,249156
"545",545,1415,40,NA,"Travel_Frequently",1395,"Research & Development",26,3,"Medical",1,202,2,"Female",54,3,2,"Research Scientist",2,"Divorced",8504,1,"Y","No",11,3,1,80,1,20,2,3,20,7,2,13,5605,102048
"546",546,1416,33,NA,"Travel_Frequently",827,"Research & Development",1,4,"Other",1,998,3,"Female",84,4,2,"Healthcare Representative",2,"Married",20161,1,"Y","Yes",13,3,1,80,1,6,2,3,6,5,1,2,5488,241932
"547",547,1417,31,NA,"Travel_Frequently",523,"Research & Development",2,3,"Life Sciences",1,1464,2,"Male",94,3,1,"Laboratory Technician",4,"Married",21081,6,"Y","Yes",13,3,3,80,1,7,2,1,2,2,2,2,3722,252972
"548",548,1418,26,NA,"Travel_Rarely",991,"Research & Development",6,3,"Life Sciences",1,686,3,"Female",71,3,1,"Laboratory Technician",4,"Married",17759,1,"Y","Yes",13,3,3,80,1,3,2,3,3,2,0,2,2659,213108
"549",549,1419,31,NA,"Travel_Frequently",1445,"Research & Development",1,5,"Life Sciences",1,1459,3,"Female",100,4,3,"Manufacturing Director",2,"Single",8931,1,"Y","No",11,3,1,80,0,10,2,3,10,8,4,7,7446,107172
"550",550,1420,35,NA,"Travel_Rarely",735,"Research & Development",6,1,"Life Sciences",1,1291,3,"Male",66,3,1,"Research Scientist",3,"Married",6020,0,"Y","Yes",14,3,4,80,0,4,3,3,3,2,2,2,3506,72240
"551",551,1421,33,NA,"Travel_Rarely",1017,"Research & Development",25,3,"Medical",1,1108,1,"Male",55,2,1,"Research Scientist",2,"Single",2993,4,"Y","Yes",20,4,2,80,0,5,0,3,2,2,2,2,2313,35916
"552",552,1422,41,NA,"Non-Travel",247,"Research & Development",7,1,"Life Sciences",1,1035,2,"Female",55,1,5,"Research Director",3,"Divorced",20284,1,"Y","No",22,4,2,80,2,21,3,3,21,16,5,10,19973,243408
"553",553,1423,41,NA,"Travel_Rarely",427,"Human Resources",10,4,"Human Resources",1,731,2,"Male",73,2,5,"Manager",4,"Divorced",8861,3,"Y","No",15,3,2,80,3,23,2,2,21,6,12,6,19141,106332
"554",554,1424,27,NA,"Non-Travel",443,"Research & Development",3,3,"Medical",1,850,4,"Male",50,3,1,"Research Scientist",4,"Married",16571,1,"Y","No",11,3,3,80,3,0,6,2,0,0,0,0,1706,198852
"555",555,1425,46,NA,"Travel_Rarely",406,"Sales",3,1,"Marketing",1,1124,1,"Male",52,3,4,"Manager",3,"Married",15596,3,"Y","No",12,3,4,80,1,23,3,3,12,9,4,9,17465,187152
"556",556,1426,50,NA,"Travel_Rarely",1046,"Research & Development",10,3,"Technical Degree",1,491,4,"Male",100,2,3,"Healthcare Representative",4,"Single",2755,6,"Y","No",15,3,4,80,0,20,2,3,4,3,1,3,10496,33060
"557",557,1427,45,NA,"Travel_Frequently",1199,"Research & Development",7,4,"Life Sciences",1,341,1,"Male",77,4,2,"Manufacturing Director",3,"Married",5118,4,"Y","No",17,3,4,80,1,9,1,3,3,2,0,2,6434,61416
"558",558,1428,30,NA,"Non-Travel",879,"Research & Development",9,2,"Medical",1,1298,3,"Female",72,3,2,"Manufacturing Director",3,"Single",12858,7,"Y","Yes",18,3,3,80,0,10,3,3,8,4,1,7,4695,154296
"559",559,1429,26,NA,"Travel_Rarely",950,"Sales",4,4,"Marketing",1,401,4,"Male",48,2,2,"Sales Executive",4,"Single",8450,1,"Y","Yes",12,3,2,80,0,8,0,3,8,7,7,4,5828,101400
"560",560,1430,40,NA,"Travel_Rarely",1137,"Research & Development",1,4,"Life Sciences",1,1892,1,"Male",98,3,4,"Manager",1,"Divorced",18991,2,"Y","No",11,3,1,80,1,22,3,3,19,7,11,16,16823,227892
"561",561,1431,55,NA,"Travel_Rarely",1136,"Research & Development",1,4,"Medical",1,1424,2,"Male",81,4,4,"Research Director",4,"Divorced",12414,2,"Y","No",13,3,4,80,2,31,4,4,7,7,0,0,14732,148968
"562",562,1432,31,NA,"Non-Travel",587,"Sales",2,4,"Life Sciences",1,1324,4,"Female",57,3,3,"Sales Executive",3,"Divorced",8935,1,"Y","Yes",19,3,1,80,1,10,5,2,10,8,9,6,9852,107220
"563",563,1433,33,NA,"Non-Travel",722,"Sales",17,3,"Life Sciences",1,992,4,"Male",38,3,4,"Manager",3,"Single",20489,1,"Y","No",11,3,4,80,0,10,2,3,10,8,6,0,17444,245868
"564",564,1434,50,NA,"Travel_Frequently",878,"Sales",1,4,"Life Sciences",1,2044,2,"Male",94,3,2,"Sales Executive",3,"Divorced",14255,7,"Y","No",12,3,4,80,2,12,3,3,6,3,0,1,6728,171060
"565",565,1435,24,NA,"Non-Travel",673,"Research & Development",11,2,"Other",1,26,1,"Female",96,4,2,"Manufacturing Director",3,"Divorced",8232,0,"Y","No",18,3,4,80,1,5,5,2,4,2,1,3,4011,98784
"566",566,1436,45,NA,"Travel_Rarely",950,"Research & Development",28,3,"Technical Degree",1,1546,4,"Male",97,3,1,"Research Scientist",4,"Married",4585,4,"Y","No",20,4,4,80,1,8,3,3,5,4,0,3,2132,55020
"567",567,1437,53,NA,"Travel_Rarely",1395,"Research & Development",24,4,"Medical",1,1689,2,"Male",48,4,3,"Healthcare Representative",4,"Married",3458,3,"Y","No",15,3,3,80,0,11,2,3,4,3,1,2,7005,41496
"568",568,1438,31,NA,"Travel_Rarely",525,"Sales",6,4,"Medical",1,653,1,"Male",66,4,2,"Sales Executive",4,"Divorced",6219,4,"Y","No",22,4,4,80,2,13,4,4,7,7,5,7,5460,74628
"569",569,1439,39,NA,"Non-Travel",592,"Research & Development",2,3,"Life Sciences",1,1458,1,"Female",54,2,1,"Laboratory Technician",1,"Single",17181,2,"Y","Yes",23,4,2,80,0,11,2,4,1,0,0,0,3646,206172
"570",570,1440,35,NA,"Travel_Rarely",583,"Research & Development",25,4,"Medical",1,1014,3,"Female",57,3,3,"Healthcare Representative",3,"Divorced",6975,1,"Y","Yes",11,3,3,80,1,16,3,2,16,10,10,1,10388,83700
"571",571,1441,38,NA,"Travel_Rarely",723,"Sales",2,4,"Marketing",1,1835,2,"Female",77,1,2,"Sales Representative",4,"Married",4244,2,"Y","Yes",20,4,1,80,2,20,4,2,4,2,0,3,5405,50928
"572",572,1442,23,NA,"Travel_Rarely",1243,"Research & Development",6,3,"Life Sciences",1,811,3,"Male",63,4,1,"Laboratory Technician",1,"Married",3445,1,"Y","Yes",21,4,3,80,2,1,2,3,0,0,0,0,1601,41340
"573",573,1443,31,NA,"Non-Travel",325,"Research & Development",5,3,"Medical",1,2057,2,"Male",74,3,2,"Manufacturing Director",1,"Single",3787,0,"Y","No",19,3,2,80,0,10,2,3,9,4,1,7,9936,45444
"574",574,1444,21,NA,"Travel_Rarely",156,"Sales",12,3,"Life Sciences",1,494,3,"Female",90,4,1,"Sales Representative",2,"Single",25422,1,"Y","No",15,3,4,80,0,1,0,3,1,0,0,0,2716,305064
"575",575,1445,19,NA,"Travel_Rarely",489,"Human Resources",2,2,"Technical Degree",1,566,1,"Male",52,2,1,"Human Resources",4,"Single",18437,1,"Y","No",12,3,3,80,0,1,3,4,1,0,0,0,2564,221244
"576",576,1446,29,NA,"Travel_Rarely",592,"Research & Development",7,3,"Life Sciences",1,1883,4,"Male",59,3,1,"Laboratory Technician",1,"Single",19384,3,"Y","No",14,3,2,80,0,11,2,3,3,2,1,2,2062,232608
"577",577,1447,26,NA,"Travel_Frequently",1283,"Sales",1,3,"Medical",1,956,3,"Male",52,2,2,"Sales Executive",1,"Single",11148,1,"Y","No",12,3,2,80,0,7,2,3,7,7,0,7,4294,133776
"578",578,1448,43,NA,"Travel_Rarely",574,"Research & Development",11,3,"Life Sciences",1,1971,1,"Male",30,3,3,"Healthcare Representative",3,"Married",16873,1,"Y","No",17,3,2,80,1,10,1,3,10,9,0,9,7510,202476
"579",579,1449,32,NA,"Travel_Rarely",371,"Sales",19,3,"Life Sciences",1,1739,4,"Male",80,1,3,"Sales Executive",3,"Married",3840,3,"Y","No",13,3,3,80,1,10,2,1,4,3,0,2,9610,46080
"580",580,1450,22,NA,"Travel_Rarely",534,"Research & Development",15,3,"Medical",1,144,2,"Female",59,3,1,"Laboratory Technician",4,"Single",23785,1,"Y","No",15,3,3,80,0,1,5,3,0,0,0,0,2871,285420
"581",581,1451,28,NA,"Travel_Rarely",1404,"Research & Development",17,3,"Technical Degree",1,1960,3,"Male",32,2,1,"Laboratory Technician",4,"Divorced",18779,5,"Y","No",12,3,1,80,1,6,2,2,4,1,0,3,2367,225348
"582",582,1452,29,NA,"Travel_Frequently",806,"Research & Development",1,4,"Life Sciences",1,710,2,"Male",76,1,1,"Research Scientist",4,"Divorced",18959,1,"Y","No",18,3,4,80,1,10,5,3,10,7,2,8,2720,227508
"583",583,1453,54,NA,"Travel_Rarely",1082,"Sales",2,4,"Life Sciences",1,1070,3,"Female",41,2,3,"Sales Executive",3,"Married",8392,6,"Y","No",11,3,2,80,1,13,4,3,9,4,7,0,10686,100704
"584",584,1454,56,NA,"Travel_Frequently",1240,"Research & Development",9,3,"Medical",1,1071,1,"Female",63,3,1,"Research Scientist",3,"Married",12154,2,"Y","No",19,3,2,80,1,18,4,3,5,4,0,3,2942,145848
"585",585,1455,29,NA,"Travel_Frequently",115,"Sales",13,3,"Technical Degree",1,1487,1,"Female",51,3,2,"Sales Executive",2,"Single",17485,5,"Y","No",11,3,1,80,0,7,4,1,5,3,0,0,5765,209820
"586",586,1456,23,NA,"Travel_Rarely",1320,"Research & Development",8,1,"Medical",1,1684,4,"Male",93,2,1,"Laboratory Technician",3,"Single",20586,1,"Y","Yes",11,3,1,80,0,5,2,3,5,4,1,2,3989,247032
"587",587,1457,41,NA,"Travel_Rarely",1085,"Research & Development",2,4,"Life Sciences",1,927,2,"Female",57,1,1,"Laboratory Technician",4,"Divorced",17725,4,"Y","Yes",13,3,3,80,1,10,1,2,7,7,1,0,2778,212700
"588",588,1458,27,NA,"Travel_Rarely",1220,"Research & Development",5,3,"Life Sciences",1,434,3,"Female",85,3,1,"Research Scientist",2,"Single",20938,1,"Y","Yes",12,3,2,80,0,4,2,2,4,3,1,2,2478,251256
"589",589,1459,44,NA,"Travel_Frequently",920,"Research & Development",24,3,"Life Sciences",1,392,4,"Male",43,3,1,"Laboratory Technician",3,"Divorced",19920,3,"Y","Yes",22,4,4,80,1,19,0,1,1,0,0,0,3161,239040
"590",590,1460,22,NA,"Travel_Rarely",604,"Research & Development",6,1,"Medical",1,675,1,"Male",69,3,1,"Research Scientist",3,"Married",12145,0,"Y","No",20,4,4,80,0,3,3,3,2,2,2,2,2773,145740
"591",591,1461,44,NA,"Travel_Rarely",625,"Research & Development",4,3,"Medical",1,852,4,"Male",50,3,2,"Healthcare Representative",2,"Single",5197,9,"Y","No",12,3,4,80,0,10,2,2,5,2,2,3,5933,62364
"592",592,1462,37,NA,"Travel_Rarely",571,"Research & Development",10,1,"Life Sciences",1,802,4,"Female",82,3,1,"Research Scientist",1,"Divorced",19905,0,"Y","Yes",13,3,2,80,2,6,3,2,5,3,4,3,2782,238860
"593",593,1463,30,NA,"Travel_Rarely",241,"Research & Development",7,3,"Medical",1,1609,2,"Male",48,2,1,"Research Scientist",2,"Married",5348,1,"Y","No",12,3,2,80,1,6,3,2,6,4,1,1,2141,64176
"594",594,1464,49,NA,"Travel_Frequently",1023,"Sales",2,3,"Medical",1,2065,4,"Male",63,2,2,"Sales Executive",2,"Married",13243,2,"Y","No",14,3,4,80,0,17,3,2,9,6,0,8,5390,158916
